 P5K-E R102G        eM-Test Expert (R)     licence #50871 ASUSTEK COMPUTER INC, 

 Test Fixture Nails    1569/9020 Selected Drills           6-Jul-2007 9:48
                       1569 Nails, 2431 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$968       6.180     9.740   2  E8   (B)  #536  N33007499        V VIA .
$969       6.240     9.810   1  E8   (B)  #7    P_VCORE_FBRC_10  V VIA .
$970       6.240     9.990   2  E8   (B)  #479  P_VCORE_TTSENSE_10 V VIA .
$971       6.293    10.043   2  F9   (B)  #480  P_VCORE_ILIMIT_10 V VIA .
$972       6.288    10.113   2  F9   (B)  #482  P_VCORE_RAMPADJ_10 V VIA .
$973       6.233    10.153   2  E9   (B)  #44   P_VCORE_CSCOMP_10 V VIA .
$974       6.195    10.313   2  E9   (B)  #487  P_VCORE_IMON_10  V VIA .
$975       6.155    10.410   2  E9   (B)  #489  P_VCORE_SW3_10   V VIA .
$976       6.070    10.485   2  E9   (B)  #29   P_VCORE_PHASE1_10 V VIA .
$977       6.130    10.535   2  E9   (B)  #625  P_VCORE_PHASE4_10 V VIA .
$978       6.090    10.610   1  E9   (B)  #622  P_VCORE_PHASE3_10 V VIA .
$979       6.185    10.675   1  E9   (B)  #615  P_VCORE_PWMH_10  V VIA .
$980       6.210    10.850   2  E9   (B)  #616  P_PHASEA_IC      V VIA .
$981       6.075    10.960   1  E9   (B)  #619  P_VCORE_PHASE2_10 V VIA .
$982       6.778     3.855   1  F4   (B)  #635  +2.1V            V VIA .
$983       6.400     9.538   1  F8   (B)  #1027 N17956412        V VIA .
$984       6.358     9.708   1  F8   (B)  #1029 N17956538        V VIA .
$985       6.420     9.910   1  F8   (B)  #478  P_VCORE_VRHOT_10 V VIA .
$986       6.365    10.005   2  F9   (B)  #481  P_VCORE_RT_10    V VIA .
$987       6.400    10.070   2  F9   (B)  #538  P_VCORE_RAMPADJRC_10 V VIA .
$988       6.378    10.193   2  F9   (B)  #483  P_VCORE_CSREF_10 V VIA .
$989       6.365    10.265   2  F9   (B)  #9    P_VCORE_CSSUM_10 V VIA .
$990       6.275    10.345   2  F9   (B)  #486  P_VCORE_IREF_10  V VIA .
$991       6.228    10.398   2  E9   (B)  #488  P_VCORE_SW4_10   V VIA .
$992       6.270    10.453   2  F9   (B)  #1470 P_VCORE_IMONRC_10 V VIA .
$993       6.385    10.590   1  F9   (B)  #1031 N28383750        V VIA .
$994       6.310    10.715   1  F9   (B)  #71   P_VCORE_CSSUMRC_10 V VIA .
$995       6.390    10.755   1  F9   (B)  #539  N33504624        V VIA .
$996       6.275    10.885   2  F9   (B)  #617  P_PHASEE_IC      V VIA .
$997       6.275    10.955   2  F9   (B)  #618  P_PHASEB_IC      V VIA .
$998       6.270    11.030   2  F9   (B)  #620  P_PHASEF_IC      V VIA .
$999       6.244    11.199   1  E9   (B)  #627  +5VL             V PIN PCE100.1
$1000      6.400    11.390   1  F10  (B)  #398  H_GTLREF_OV1#_B  V VIA .
$1001      6.894     3.006   2  F3   (B)  #543  SLP_M#           V PIN STP1.1
$1002      6.940     3.063   2  F3   (B)  #1846 P_+1.05VSB_INT_B V VIA .
$1003      6.930     3.150   1  F3   (B)  #1063 P_VRM_GD         V VIA .
$1004      6.870     3.275   2  F3   (B)  #690  O_RSMRST#        V VIA .
$1005      6.872     3.358   2  F3   (B)  #457  +1.5V_PCIE       V VIA .
$1006      7.170     2.110   1  F2   (B)  #1829 U_USBOC#89       V VIA .
$1007      7.185     2.295   1  F2   (B)  #1830 U_USBOC#1011     V VIA .
$1008      7.225     2.513   2  F3   (B)  #542  SUSCLK           V PIN T22.1
$1009      7.160     2.660   1  F3   (B)  #1514 O_GA20           V VIA .
$1010      7.020     2.938   1  F3   (B)  #416  O_RING#          V VIA .
$1011      7.445     1.205   1  F1   (B)  #1672 O_SBLED_PWR      V PIN SB_PWR.1
$1012      7.718     1.433   1  G2   (B)  #865  I2_PDRST_R       V VIA .
$1013      7.540     2.165   1  G2   (B)  #1498 V5REF_SUS        V VIA .
$1014      7.280     2.245   1  F2   (B)  #703  N_CL_PWROK_R     V VIA .
$1015      7.310     2.345   1  F2   (B)  #1832 U_USBOC#23       V VIA .
$1016      7.298     2.483   2  F2   (B)  #1520 O_PWRBTN#        V VIA .
$1017      7.309     2.619   2  F3   (B)  #718  S_CK_PWRGD       V VIA .
$1018      7.375     2.755   1  F3   (B)  #1845 P_+1.5VSB_INT    V VIA .
$1019      7.435     3.010   1  F3   (B)  #684  CPU_REMOVE#      V VIA .
$1020      7.598     3.303   1  G3   (B)  #1485 S_H_PECI         V VIA .
$1021      7.105     3.605   1  F3   (B)  #453  VCCDMI_PLL       V VIA .
$1022      6.950     3.780   1  F4   (B)  #591  X_SLI_SEL        V VIA .
$1023      7.040     4.110   1  F4   (B)  #590  X_MODE_CTL#      V VIA .
$1024      7.150     4.499   1  F4   (B)  #681  N28898198        V VIA .
$1025      6.958     4.837   1  F4   (B)  #348  D2_DQ_A4           PIN DIMM_A1.122
$1026      6.883     4.955   1  F4   (B)  #371  D2_DM_A0           PIN DIMM_A1.125
$1027      6.958     5.073   1  F5   (B)  #346  D2_DQ_A6           PIN DIMM_A1.128
$1028      6.883     5.191   1  F5   (B)  #340  D2_DQ_A12          PIN DIMM_A1.131
$1029      7.032     5.270   1  F5   (B)  #343  D2_DQ_A9           PIN DIMM_A1.13
$1030      6.883     5.427   2  F5   (B)  #381  D2_MA_CLK1       V PIN DIMM_A1.137
$1031      6.958     5.466   2  F5   (B)  #382  D2_MA_CLK#1      V PIN DIMM_A1.138
$1032      6.883     5.663   1  F5   (B)  #332  D2_DQ_A20          PIN DIMM_A1.143
$1033      7.032     5.742   1  F5   (B)  #335  D2_DQ_A17          PIN DIMM_A1.25
$1034      6.883     5.900   1  F5   (B)  #330  D2_DQ_A22          PIN DIMM_A1.149
$1035      6.958     6.018   1  F5   (B)  #324  D2_DQ_A28          PIN DIMM_A1.152
$1036      6.883     6.136   1  F5   (B)  #374  D2_DM_A3           PIN DIMM_A1.155
$1037      6.958     6.254   1  F6   (B)  #322  D2_DQ_A30          PIN DIMM_A1.158
$1038      6.883     6.766   1  F6   (B)  #387  D2_CKE_A1        V PIN DIMM_A1.171
$1039      6.958     6.962   1  F6   (B)  #264  D2_MAA12           PIN DIMM_A1.176
$1040      6.883     7.081   1  F6   (B)  #268  D2_MAA8            PIN DIMM_A1.179
$1041      6.883     7.238   1  F6   (B)  #275  D2_MAA1            PIN DIMM_A1.183
$1042      6.883     7.474   2  F6   (B)  #383  D2_MA_CLK0       V PIN DIMM_A1.185
$1043      6.958     7.514   2  F7   (B)  #384  D2_MA_CLK#0      V PIN DIMM_A1.186
$1044      6.958     7.671   1  F7   (B)  #287  D2_BAA1            PIN DIMM_A1.190
$1045      6.883     7.789   2  F7   (B)  #386  D2_CS_A#0        V PIN DIMM_A1.193
$1046      6.883     7.868   2  F7   (B)  #390  D2_ODT_A0        V PIN DIMM_A1.195
$1047      6.883     8.025   1  F7   (B)  #316  D2_DQ_A36          PIN DIMM_A1.199
$1048      6.883     8.262   1  F7   (B)  #314  D2_DQ_A38          PIN DIMM_A1.205
$1049      6.958     8.380   1  F7   (B)  #308  D2_DQ_A44          PIN DIMM_A1.208
$1050      6.883     8.498   1  F7   (B)  #376  D2_DM_A5           PIN DIMM_A1.211
$1051      6.958     8.616   1  F7   (B)  #306  D2_DQ_A46          PIN DIMM_A1.214
$1052      6.883     8.734   1  F7   (B)  #300  D2_DQ_A52          PIN DIMM_A1.217
$1053      6.883     8.892   2  F8   (B)  #380  D2_MA_CLK#2      V PIN DIMM_A1.221
$1054      6.883     9.207   1  F8   (B)  #292  D2_DQ_A60          PIN DIMM_A1.229
$1055      6.883     9.443   1  F8   (B)  #290  D2_DQ_A62          PIN DIMM_A1.235
$1056      6.755     9.998   1  F8   (B)  #1486 O_H_PECISB       V VIA .
$1057      6.458    10.268   1  F9   (B)  #1040 H_VID_SELECT_B   V VIA .
$1058      6.780    10.290   1  F9   (B)  #451  P_VCCM_FB_R_20   V VIA .
$1059      6.825    10.385   1  F9   (B)  #403  H_MSID0_G        V VIA .
$1060      6.550    10.580   1  F9   (B)  #1030 N33504713        V VIA .
$1061      6.670    10.865   1  F9   (B)  #402  H_CPUBOOT_G      V VIA .
$1062      6.650    10.990   1  F9   (B)  #1073 H_CPUBOOT_S      V VIA .
$1063      6.486    11.127   1  F9   (B)  #484  DGND             V PIN PCE101.2
$1064      6.516    11.385   1  F10  (B)  #395  H_GTLREF_OV1#_C  V VIA .
$1065      6.532    11.490   1  F10  (B)  #400  H_GTLREF_OV2#_B  V VIA .
$1066      6.210    11.770   1  E10  (B)  #1112 P_VCORE_VCCB_20  V VIA .
$1067      7.107     4.994   1  F4   (B)  #356  D2_DQS_A#0         PIN DIMM_A1.6
$1068      7.107     5.151   1  F5   (B)  #349  D2_DQ_A3           PIN DIMM_A1.10
$1069      7.107     5.624   1  F5   (B)  #341  D2_DQ_A11          PIN DIMM_A1.22
$1070      7.107     5.939   1  F5   (B)  #334  D2_DQ_A18          PIN DIMM_A1.30
$1071      7.107     6.175   1  F5   (B)  #362  D2_DQS_A#3         PIN DIMM_A1.36
$1072      7.107     6.805   1  F6   (B)  #388  D2_CKE_A0        V PIN DIMM_A1.52
$1073      7.107     7.041   1  F6   (B)  #269  D2_MAA7            PIN DIMM_A1.58
$1074      7.032     7.159   1  F6   (B)  #272  D2_MAA4            PIN DIMM_A1.61
$1075      7.032     7.947   2  F7   (B)  #389  D2_ODT_A1        V PIN DIMM_A1.77
$1076      7.032     8.104   1  F7   (B)  #319  D2_DQ_A33          PIN DIMM_A1.81
$1077      6.958     8.852   2  F8   (B)  #379  D2_MA_CLK2       V PIN DIMM_A1.220
$1078      6.958     9.088   1  F8   (B)  #298  D2_DQ_A54          PIN DIMM_A1.226
$1079      7.032     9.285   1  F8   (B)  #295  D2_DQ_A57          PIN DIMM_A1.111
$1080      7.032     9.522   1  F8   (B)  #293  D2_DQ_A59          PIN DIMM_A1.117
$1081      6.940    10.168   1  F9   (B)  #1487 O_H_PECI         V VIA .
$1082      6.940    10.305   1  F9   (B)  #1071 H_MSID0_S        V VIA .
$1083      6.985    10.770   1  F9   (B)  #1382 P_VCCM_RC_S      V VIA .
$1084      6.925    11.150   1  F9   (B)  #642  P_VCCM_OSC_J_20  V VIA .
$1085      6.750    11.215   2  F9   (B)  #1101 P_VCCM_OCS_20    V VIA .
$1086      6.820    11.250   2  F10  (B)  #977  P_VCCM_LG_20     V VIA .
$1087      6.845    11.351   1  F10  (B)  #434  P_VCCM_FB_20     V VIA .
$1088      6.900    11.615   1  F10  (B)  #1839 O_SEN_CPUFAN_R2  V VIA .
$1089      6.965    11.778   1  F10  (B)  #826  O_SEN_CPUFAN_R   V PIN CPU_FAN.3
$1090      7.411     4.365   1  F4   (B)  #678  N28894106        V VIA .
$1091      7.263     4.876   1  F4   (B)  #347  D2_DQ_A5         V PIN DIMM_A2.123
$1092      7.412     4.876   2  F4   (B)  #352  D2_DQ_A0         V PIN DIMM_A2.3
$1093      7.487     4.915   2  F4   (B)  #351  D2_DQ_A1         V PIN DIMM_A2.4
$1094      7.412     5.033   2  F5   (B)  #355  D2_DQS_A0        V PIN DIMM_A2.7
$1095      7.412     5.112   2  F5   (B)  #350  D2_DQ_A2         V PIN DIMM_A2.9
$1096      7.263     5.112   1  F5   (B)  #345  D2_DQ_A7         V PIN DIMM_A2.129
$1097      7.338     5.230   2  F5   (B)  #339  D2_DQ_A13        V PIN DIMM_A2.132
$1098      7.338     5.309   2  F5   (B)  #372  D2_DM_A1         V PIN DIMM_A2.134
$1099      7.412     5.348   2  F5   (B)  #359  D2_DQS_A#1       V PIN DIMM_A2.15
$1100      7.263     5.427   2  F5   (B)  #279  D2_MA_CLK4       V PIN DIMM_A2.137
$1101      7.338     5.466   2  F5   (B)  #280  D2_MA_CLK#4      V PIN DIMM_A2.138
$1102      7.338     5.545   2  F5   (B)  #338  D2_DQ_A14        V PIN DIMM_A2.140
$1103      7.263     5.585   2  F5   (B)  #337  D2_DQ_A15        V PIN DIMM_A2.141
$1104      7.412     5.585   2  F5   (B)  #342  D2_DQ_A10        V PIN DIMM_A2.21
$1105      7.338     5.703   2  F5   (B)  #331  D2_DQ_A21        V PIN DIMM_A2.144
$1106      7.338     5.781   2  F5   (B)  #373  D2_DM_A2         V PIN DIMM_A2.146
$1107      7.412     5.821   2  F5   (B)  #360  D2_DQS_A#2       V PIN DIMM_A2.27
$1108      7.338     5.939   2  F5   (B)  #329  D2_DQ_A23        V PIN DIMM_A2.150
$1109      7.412     5.978   2  F5   (B)  #333  D2_DQ_A19        V PIN DIMM_A2.31
$1110      7.412     6.057   2  F5   (B)  #328  D2_DQ_A24        V PIN DIMM_A2.33
$1111      7.263     6.057   1  F5   (B)  #323  D2_DQ_A29        V PIN DIMM_A2.153
$1112      7.263     6.293   1  F6   (B)  #321  D2_DQ_A31        V PIN DIMM_A2.159
$1113      7.263     6.766   1  F6   (B)  #285  D2_CKE_A3        V PIN DIMM_A2.171
$1114      7.338     6.884   1  F6   (B)  #262  D2_MAA14         V PIN DIMM_A2.174
$1115      7.263     7.002   1  F6   (B)  #267  D2_MAA9          V PIN DIMM_A2.177
$1116      7.338     7.120   2  F6   (B)  #270  D2_MAA6          V PIN DIMM_A2.180
$1117      7.338     7.199   2  F6   (B)  #273  D2_MAA3          V PIN DIMM_A2.182
$1118      7.263     7.474   2  F6   (B)  #281  D2_MA_CLK3       V PIN DIMM_A2.185
$1119      7.338     7.514   2  F7   (B)  #282  D2_MA_CLK#3      V PIN DIMM_A2.186
$1120      7.338     7.592   2  F7   (B)  #276  D2_MAA0          V PIN DIMM_A2.188
$1121      7.338     7.750   2  F7   (B)  #259  D2_RASA#         V PIN DIMM_A2.192
$1122      7.263     7.789   2  F7   (B)  #284  D2_CS_A#2        V PIN DIMM_A2.193
$1123      7.263     7.868   2  F7   (B)  #354  D2_ODT_A2        V PIN DIMM_A2.195
$1124      7.107     7.907   2  F7   (B)  #385  D2_CS_A#1        V PIN DIMM_A1.76
$1125      7.338     7.907   2  F7   (B)  #263  D2_MAA13         V PIN DIMM_A2.196
$1126      7.338     8.065   2  F7   (B)  #315  D2_DQ_A37        V PIN DIMM_A2.200
$1127      7.338     8.144   2  F7   (B)  #375  D2_DM_A4         V PIN DIMM_A2.202
$1128      7.338     8.301   2  F7   (B)  #313  D2_DQ_A39        V PIN DIMM_A2.206
$1129      7.107     8.301   1  F7   (B)  #318  D2_DQ_A34          PIN DIMM_A1.86
$1130      7.107     8.537   1  F7   (B)  #366  D2_DQS_A#5         PIN DIMM_A1.92
$1131      7.107     8.774   1  F8   (B)  #304  D2_DQ_A48          PIN DIMM_A1.98
$1132      7.107     9.010   1  F8   (B)  #368  D2_DQS_A#6         PIN DIMM_A1.104
$1133      7.107     9.167   1  F8   (B)  #301  D2_DQ_A51          PIN DIMM_A1.108
$1134      7.107     9.403   1  F8   (B)  #369  D2_DQS_A7          PIN DIMM_A1.114
$1135      7.163    10.145   1  F9   (B)  #394  H_GTLREF_OV3#_B  V VIA .
$1136      7.175    10.353   1  F9   (B)  #88   H_GTLREF_OV3#_S  V VIA .
$1137      7.195    11.200   1  F9   (B)  #1100 P_VCCM_UG_20     V VIA .
$1138      7.075    11.235   1  F9   (B)  #1025 P_VCCM_BOOT_20   V VIA .
$1139      7.120    11.330   1  F10  (B)  #1024 P_VCCM_VCC_20    V VIA .
$1140      7.120    11.430   1  F10  (B)  #1026 N18409980        V VIA .
$1141      6.975    11.540   1  F10  (B)  #1461 O_SEN_CPUFAN_R3  V VIA .
$1142      7.175    11.589   1  F10  (B)  #1463 O_SEN_CPUFAN     V VIA .
$1143      7.215    11.690   1  F10  (B)  #1034 CPUFAN_PWM_R     V VIA .
$1144      7.065    11.778   1  F10  (B)  #827  CPUFAN_PWM       V PIN CPU_FAN.4
$1145      7.555     3.773   1  G4   (B)  #646  S_+1.25V_OV3_Q#  V VIA .
$1146      7.525     4.280   2  G4   (B)  #397  H_GTLREF_OV1#    V VIA .
$1147      7.518     4.350   2  G4   (B)  #399  H_GTLREF_OV2#    V VIA .
$1148      7.487     5.230   1  F5   (B)  #344  D2_DQ_A8         V PIN DIMM_A2.12
$1149      7.487     5.388   2  F5   (B)  #357  D2_DQS_A1        V PIN DIMM_A2.16
$1150      7.487     5.703   1  F5   (B)  #336  D2_DQ_A16        V PIN DIMM_A2.24
$1151      7.487     5.860   2  F5   (B)  #358  D2_DQS_A2        V PIN DIMM_A2.28
$1152      7.487     6.096   2  F5   (B)  #327  D2_DQ_A25        V PIN DIMM_A2.34
$1153      7.412     6.214   2  F5   (B)  #361  D2_DQS_A3        V PIN DIMM_A2.37
$1154      7.412     6.293   2  F6   (B)  #326  D2_DQ_A26        V PIN DIMM_A2.39
$1155      7.487     6.333   2  F6   (B)  #325  D2_DQ_A27        V PIN DIMM_A2.40
$1156      7.487     6.805   2  F6   (B)  #286  D2_CKE_A2        V PIN DIMM_A2.52
$1157      7.487     6.884   2  F6   (B)  #261  D2_BAA2          V PIN DIMM_A2.54
$1158      7.412     7.002   1  F6   (B)  #265  D2_MAA11         V PIN DIMM_A2.57
$1159      7.487     7.120   1  F6   (B)  #271  D2_MAA5          V PIN DIMM_A2.60
$1160      7.412     7.238   2  F6   (B)  #274  D2_MAA2          V PIN DIMM_A2.63
$1161      7.412     7.711   2  F7   (B)  #288  D2_BAA0          V PIN DIMM_A2.71
$1162      7.412     7.789   2  F7   (B)  #258  D2_WEA#          V PIN DIMM_A2.73
$1163      7.412     7.947   2  F7   (B)  #353  D2_ODT_A3        V PIN DIMM_A2.77
$1164      7.412     8.183   2  F7   (B)  #364  D2_DQS_A#4       V PIN DIMM_A2.83
$1165      7.412     8.340   2  F7   (B)  #317  D2_DQ_A35        V PIN DIMM_A2.87
$1166      7.412     8.419   2  F7   (B)  #312  D2_DQ_A40        V PIN DIMM_A2.89
$1167      7.263     8.419   1  F7   (B)  #307  D2_DQ_A45        V PIN DIMM_A2.209
$1168      7.263     8.655   1  F7   (B)  #305  D2_DQ_A47        V PIN DIMM_A2.215
$1169      7.338     8.774   2  F8   (B)  #299  D2_DQ_A53        V PIN DIMM_A2.218
$1170      7.338     8.852   2  F8   (B)  #277  D2_MA_CLK5       V PIN DIMM_A2.220
$1171      7.263     8.892   2  F8   (B)  #278  D2_MA_CLK#5      V PIN DIMM_A2.221
$1172      7.263     8.970   2  F8   (B)  #377  D2_DM_A6         V PIN DIMM_A2.223
$1173      7.263     9.128   1  F8   (B)  #297  D2_DQ_A55        V PIN DIMM_A2.227
$1174      7.338     9.246   2  F8   (B)  #291  D2_DQ_A61        V PIN DIMM_A2.230
$1175      7.338     9.325   2  F8   (B)  #378  D2_DM_A7         V PIN DIMM_A2.232
$1176      7.338     9.482   1  F8   (B)  #289  D2_DQ_A63        V PIN DIMM_A2.236
$1177      7.250    10.140   1  F9   (B)  #391  H_GTLREF_OV3#_C  V VIA .
$1178      7.384    10.727   1  F9   (B)  #31   P_VCCM_PHASE_20  V PIN PL201.1
$1179      7.315    11.105   1  F9   (B)  #978  P_VCCM_BOOT_R_20 V VIA .
$1180      7.740     2.231   2  G2   (B)  #732  S_USBRBIAS       V VIA .
$1181      7.745     2.310   2  G2   (B)  #1445 A_Z_BITCLK       V VIA .
$1182      7.795     2.370   2  G2   (B)  #1836 A_Z_RST#         V VIA .
$1183      7.785     2.460   1  G2   (B)  #1399 O_+1.5V_OV1#     V VIA .
$1184      7.600     2.570   1  G3   (B)  #1841 P_+1.05VSB_INT_A V VIA .
$1185      7.713     3.115   1  G3   (B)  #652  S_+1.25V_OV1_Q#  V VIA .
$1186      7.762     3.190   1  G3   (B)  #1871 S_SATAGP5        V VIA .
$1187      7.815     1.054   1  G1   (B)  #895  I2_PDD0_R        V VIA .
$1188      7.900     1.075   1  G1   (B)  #885  I2_PDD15_R       V VIA .
$1189      8.066     1.180   1  G1   (B)  #890  I2_PDD14_R       V VIA .
$1190      7.975     2.260   1  G2   (B)  #1515 O_KB_RST#        V VIA .
$1191      7.855     2.290   1  G2   (B)  #1548 A_Z_RST#_R       V VIA .
$1192      7.925     2.395   1  G2   (B)  #73   A_Z_SDOUT        V VIA .
$1193      7.945     2.480   1  G2   (B)  #730  S_SATARBIAS      V VIA .
$1194      8.359     0.360   1  G1   (B)  #1697 I_HD_LED+        V PIN F_PANEL.1
$1195      8.359     0.460   1  G1   (B)  #1698 S_PLED+          V PIN F_PANEL.2
$1196      8.415     0.665   1  G1   (B)  #1810 I2_PDD11         V PIN PRI_EIDE.10
$1197      8.415     0.765   1  G1   (B)  #1808 I2_PDD4          V PIN PRI_EIDE.9
$1198      8.239     1.100   2  G1   (B)  #891  I2_PDD13_R       V VIA .
$1199      8.204     1.170   2  G1   (B)  #882  I2_PDD2_R        V VIA .
$1200      8.050     2.310   2  G2   (B)  #1547 A_Z_SYNC_R       V VIA .
$1201      8.010     2.368   2  G2   (B)  #72   AZ_SYNC_R        V VIA .
$1202      8.050     2.425   2  G2   (B)  #719  GPIO20           V VIA .
$1203      8.045     2.537   1  G3   (B)  #746  T_SATALED#       V VIA .
$1204      7.940     3.089   1  G3   (B)  #456  VCCSATA_PLL      V VIA .
$1205      7.999     3.151   1  G3   (B)  #694  S_ICH_PWM0       V VIA .
$1206      8.011     3.240   1  G3   (B)  #1464 J_CPUTM#         V VIA .
$1207      7.885     3.280   1  G3   (B)  #1870 S_SATAGP4        V VIA .
$1208      8.048     3.375   1  G3   (B)  #650  O_+VTTCPU_OV1#   V VIA .
$1209      7.906     3.540   2  G3   (B)  #715  N23336621        V VIA .
$1210      7.825     3.550   2  G3   (B)  #1872 N_ICH9_SYNC#     V VIA .
$1211      7.855     3.620   2  G3   (B)  #675  S_SRTCRST#       V VIA .
$1212      7.835     3.700   2  G3   (B)  #455  +1P25V_VCCDMI    V VIA .
$1213      7.674     3.866   1  G4   (B)  #68   +1.5V            V PIN PCE503.1
$1214      7.845     3.915   2  G4   (B)  #673  DMI_COMP         V VIA .
$1215      7.913     3.960   2  G4   (B)  #639  N33216653        V VIA .
$1216      7.958     4.837   1  G4   (B)  #214  D2_DQ_B4           PIN DIMM_B1.122
$1217      7.883     4.955   1  G4   (B)  #237  D2_DM_B0           PIN DIMM_B1.125
$1218      7.958     5.073   1  G5   (B)  #212  D2_DQ_B6           PIN DIMM_B1.128
$1219      7.883     5.191   1  G5   (B)  #206  D2_DQ_B12          PIN DIMM_B1.131
$1220      7.883     5.427   2  G5   (B)  #248  D2_MB_CLK1       V PIN DIMM_B1.137
$1221      7.958     5.466   2  G5   (B)  #249  D2_MB_CLK#1      V PIN DIMM_B1.138
$1222      7.883     5.663   1  G5   (B)  #198  D2_DQ_B20          PIN DIMM_B1.143
$1223      7.883     5.900   1  G5   (B)  #196  D2_DQ_B22          PIN DIMM_B1.149
$1224      7.958     6.018   1  G5   (B)  #190  D2_DQ_B28          PIN DIMM_B1.152
$1225      7.883     6.136   1  G5   (B)  #240  D2_DM_B3           PIN DIMM_B1.155
$1226      7.958     6.254   1  G6   (B)  #188  D2_DQ_B30          PIN DIMM_B1.158
$1227      7.883     6.766   1  G6   (B)  #254  D2_CKE_B1        V PIN DIMM_B1.171
$1228      7.958     6.962   1  G6   (B)  #130  D2_MAB12           PIN DIMM_B1.176
$1229      7.883     7.081   1  G6   (B)  #134  D2_MAB8            PIN DIMM_B1.179
$1230      7.883     7.238   1  G6   (B)  #141  D2_MAB1            PIN DIMM_B1.183
$1231      7.883     7.474   2  G6   (B)  #250  D2_MB_CLK0       V PIN DIMM_B1.185
$1232      7.958     7.514   2  G7   (B)  #251  D2_MB_CLK#0      V PIN DIMM_B1.186
$1233      7.958     7.671   1  G7   (B)  #153  D2_BAB1            PIN DIMM_B1.190
$1234      7.487     7.671   2  F7   (B)  #266  D2_MAA10         V PIN DIMM_A2.70
$1235      7.487     7.829   2  F7   (B)  #260  D2_CASA#         V PIN DIMM_A2.74
$1236      7.487     7.907   2  F7   (B)  #283  D2_CS_A#3        V PIN DIMM_A2.76
$1237      7.487     8.065   1  F7   (B)  #320  D2_DQ_A32        V PIN DIMM_A2.80
$1238      7.487     8.222   2  F7   (B)  #363  D2_DQS_A4        V PIN DIMM_A2.84
$1239      7.487     8.459   2  F7   (B)  #311  D2_DQ_A41        V PIN DIMM_A2.90
$1240      7.412     8.577   2  F7   (B)  #365  D2_DQS_A5        V PIN DIMM_A2.93
$1241      7.412     8.655   2  F7   (B)  #310  D2_DQ_A42        V PIN DIMM_A2.95
$1242      7.487     8.695   2  F7   (B)  #309  D2_DQ_A43        V PIN DIMM_A2.96
$1243      7.412     8.813   2  F8   (B)  #303  D2_DQ_A49        V PIN DIMM_A2.99
$1244      7.412     9.049   2  F8   (B)  #367  D2_DQS_A6        V PIN DIMM_A2.105
$1245      7.412     9.128   2  F8   (B)  #302  D2_DQ_A50        V PIN DIMM_A2.107
$1246      7.487     9.246   1  F8   (B)  #296  D2_DQ_A56        V PIN DIMM_A2.110
$1247      7.412     9.364   2  F8   (B)  #370  D2_DQS_A#7       V PIN DIMM_A2.113
$1248      7.487     9.482   1  F8   (B)  #294  D2_DQ_A58        V PIN DIMM_A2.116
$1249      7.963     3.674   1  G3   (B)  #697  H_STPCLK#_R      V VIA .
$1250      8.459     0.360   1  G1   (B)  #989  I_HD_LED-        V PIN F_PANEL.3
$1251      8.459     0.460   1  G1   (B)  #592  S_PLED-          V PIN F_PANEL.4
$1252      8.559     0.460   1  G1   (B)  #1480 O_PWRBTN#IN      V PIN F_PANEL.6
$1253      8.515     0.665   1  G1   (B)  #1807 I2_PDD10         V PIN PRI_EIDE.8
$1254      8.615     0.665   1  G1   (B)  #1805 I2_PDD9          V PIN PRI_EIDE.6
$1255      8.615     0.765   1  G1   (B)  #1804 I2_PDD6          V PIN PRI_EIDE.5
$1256      8.515     0.765   1  G1   (B)  #1806 I2_PDD5          V PIN PRI_EIDE.7
$1257      8.549     1.049   2  G1   (B)  #874  I2_PDD10_R       V VIA .
$1258      8.394     1.105   1  G1   (B)  #875  I2_PDD4_R        V VIA .
$1259      8.420     1.210   1  G1   (B)  #893  I2_PDD11_R       V VIA .
$1260      8.400     1.305   1  G2   (B)  #873  I2_PDD9_R        V VIA .
$1261      8.095     2.365   2  G2   (B)  #1546 A_Z_SDOUT_R      V VIA .
$1262      8.100     3.235   1  G3   (B)  #698  N26664468        V VIA .
$1263      8.270     3.263   1  G3   (B)  #756  S_+1.25V_OV1#    V VIA .
$1264      8.200     3.380   1  G3   (B)  #651  S_+1.25V_OV2_Q#  V VIA .
$1265      8.270     3.537   2  G3   (B)  #655  S_VCORE_DROOP#   V VIA .
$1266      8.305     3.603   2  G3   (B)  #755  S_+1.25V_OV2#    V VIA .
$1267      8.180     3.692   1  G3   (B)  #417  ICH_THERM#       V VIA .
$1268      8.213     3.810   2  G4   (B)  #754  P_+VTTCPU_OV1#   V VIA .
$1269      8.295     3.825   2  G4   (B)  #753  P_+VTTCPU_OV2#   V VIA .
$1270      8.325     3.908   2  G4   (B)  #465  N38154630        V VIA .
$1271      8.659     0.360   1  G1   (B)  #706  O_RSTCON#        V PIN F_PANEL.7
$1272      8.905     0.445   1  H1   (B)  #709  O_SPKR_R         V VIA .
$1273      8.715     0.665   1  G1   (B)  #1803 I2_PDD8          V PIN PRI_EIDE.4
$1274      8.715     0.765   1  G1   (B)  #1802 I2_PDD7          V PIN PRI_EIDE.3
$1275      8.815     0.765   1  H1   (B)  #1043 I2_PDRST         V PIN PRI_EIDE.1
$1276      8.615     1.076   2  G1   (B)  #867  I2_PDD6_R        V VIA .
